Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,JOHN HANCOCK,515 S Figueroa St,"515 FIGUEROA 1; Near to the elevator 
515 FIGUEROA 2; Near to the elevator 
515 FIGUEROA 3; Near to the elevator 
515 FIGUEROA 4",Los Angeles,CA,90071,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.051895,-118.258268,2020-10-04,159431,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $5.75 per additional hour",,,,,,,,,
ELEC,CITY OF DUBLIN,Central Pkwy and Kelton St. Lower parking lot of Fallon Sports Park,FALLON SPORTS 2; -charger in lower parking lot ,Dublin,CA,94568,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.7103969,-121.8542737,2020-10-04,159432,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.29 per kWh,,,,,,,,,
ELEC,ELEVATE,6023 Innovation Way,"23A; Near to the entrance 
23B; Near to the entrance 
23C; Near to the entrance 
23D; Near to the entrance ",Carlsbad,CA,92009,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.127753,-117.259498,2020-10-04,159433,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,
ELEC,LBX,3881 N Lakewood Blvd,WHOLE FOODS; In front of Ulta Beauty,Long Beach,CA,90846,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.8295881,-118.1437266,2020-10-04,159434,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 3 hours, and $3 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,LBX,4200 E Carson St,OLD NAVY 1; In front of Ulta Beauty,Long Beach,CA,90846,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8311642,-118.1441825,2020-10-04,159435,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 3 hours, and $3 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,LBX,4100 E Carson St,"90808NORTH LOT1; -
90808NORTH LOT2; -
90808NORTH LOT3; -
90808NORTH LOT4; -",Long Beach,CA,90808,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8310014,-118.1450847,2020-10-04,159436,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 3 hours, and $3 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,UDR,300-324 1st St,"PAC CITY U1 2; Space 1163-1164. Residents only.
PAC CITY U2 2; Space 1334-1335. Residents only.",Huntington Beach,CA,92648,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.656301,-117.998477,2020-10-04,159437,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $2 per hour, minimum payment of $2, maximum payment of $12, maximum session time is 24 hours",,,,,,,,,
ELEC,UDR,280-298 1st St,PAC CITY U2 3; Space 1332-1333. Residents only.,Huntington Beach,CA,92648,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6569742,-117.9976999,2020-10-04,159438,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $2 per hour, minimum payment of $2, maximum payment of $12, maximum session time is 24 hours",,,,,,,,,
ELEC,SANTA MONICA,1109 Montana Ave,MONTANA AVE 02; -,Santa Monica,CA,90403,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.0301938,-118.4977723,2020-10-04,159439,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $1 per additional hour, $0.3 per kWh, maximum payment of $53",,,,,,,,,
ELEC,4CD,772780 Stubbs Rd,"DVC LHS STN 1; -
DVC LHS STN 2; -",Pleasant Hill,CA,94523,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.967211,-122.0742835,2020-10-04,159440,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $4 per additional hour, $0.42 per kWh",,,,,,,,,
ELEC,CLPCCD,3000 Campus Hill Dr Parking Lot B,"LOT B STATION 5; PARKING PERMIT POLICIES ENFORCED
LOT B-STATION 1; PARKING PERMIT POLICIES ENFORCED
LOT B-STATION 2; PARKING PERMIT POLICIES ENFORCED
LOT B-STATION 3; PARKING PERMIT POLICIES ENFORCED
LOT B-STATION 4; PARKING PERMIT POLICIES ENFORCED",Livermore,CA,94551,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.709495,-121.795589,2020-10-04,159441,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,LBA REALTY,3151 Michelson Dr,"3161 EVSE 1; -
3161 EVSE 2; -
3161 EVSE 3; -
3161 EVSE 4; -
3161 EVSE 5; -
3161 EVSE 6; -
3161 EVSE 7; -
3161 EVSE 8; -
PS2 STATION 2; eastside elevators",Irvine,CA,92612,,888-758-4389,E,,Public,24 hours daily,,,,,,18,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.670981,-117.843976,2020-10-04,159442,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.75 per hour for the first 4 hours, and $3 per additional hour, minimum payment of $0.75",,,,,,,,,
ELEC,IRVINE  CO  OFC,520 Technology,"THE QUAD 520 01; Stations are in front of the 520 Building.
THE QUAD 520 05; Stations are in front of the 520 Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6733228,-117.7615173,2020-10-04,159443,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,IRVINE  CO  OFC,15244 Sand Canyon Ave,"THE QUAD 520 02; Stations are in front of the 520 Building.
THE QUAD 520 03; Stations are in front of the 520 building
THE QUAD 520 04; To the left of the main entrance to building 520
THE QUAD 530 01; To the left of main entrance to building 530
THE QUAD 530 04; Stations are in front of the 530 Building.
THE QUAD 530 05; Accross from west entrance Bldg 530",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.672936,-117.762434,2020-10-04,159444,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,IRVINE  CO  OFC,510 Technology,"THE QUAD 510 04; Stations are in front of the 510 Building.
THE QUAD 510 05; Stations are in front of the 510 Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6731798,-117.7597327,2020-10-04,159445,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,IRVINE  CO  OFC,Technology Dr,"THE QUAD 510 02; Stations are in front of the 510 Building.
THE QUAD 510 03; Stations are in front of the 510 Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.673243,-117.7596695,2020-10-04,159446,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,IRVINE  CO  OFC,500 Technology,"THE QUAD 500 01; In front of the 500 Building.
THE QUAD 500 02; Stations are in front of the 500 Building.
THE QUAD 500 03; At left of entrance to bldg 500
THE QUAD 500 04; Stations are in front of the 500 Building.
THE QUAD 500 05; Stations are in front of the 500 Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.674415,-117.7590117,2020-10-04,159447,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,CSUEB,25800 Carlos Bee blvd. Hayward Ca. 94542,LOT G STATION 4; Lot G,Hayward,CA,94542,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.6580826,-122.053392,2020-10-04,159448,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.4 per kWh,,,,,,,,,
ELEC,CSUEB,4700 Ygnacio Valley Rd,"CONCORD STN 1; -
CONCORD STN 2; -
CONCORD STN 3; -",Concord,CA,94521,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.947863,-121.978304,2020-10-04,159449,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.4 per kWh,,,,,,,,,
ELEC,QCOM,10198 McKellar Ct,"SAN-QR-R-1; Near the electrical enclosure in the rear lot.
SAN-QR-R-2; Near the electrical enclosure in the rear lot.
SAN-QR-R-3; Near the electrical enclosure in the rear lot.
SAN-QR-R-4; -",San Diego,CA,92121,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-8,32.903834,-117.201282,2020-10-04,159450,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on time of day. $0.25 per kWh,,,,,,,,,
ELEC,HMPTON PETALUMA,409 Wilson St,STATION 1; -,Petaluma,CA,94952,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.2364271,-122.6309105,2020-10-04,159451,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per kWh, maximum payment of $10",,,,,,,,,
ELEC,LARKSPUR,240 Doherty Dr,"CMPA
PIPER PARK 1
PIPER PARK 2",Larkspur,CA,94939,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.939067,-122.530807,2020-10-04,159452,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per hour, minimum payment of $1, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,SIGNAL HILL,1919 E Hill St,"STATION 1; -
STATION 2; -",Signal Hill,CA,90755,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.797721,-118.168784,2020-10-04,159453,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $2.5 per additional hour, $0.55 per kWh",,,,,,,,,
ELEC,CITY HALL,485 Grove St,"CH NORTH 1; Handicapped Van Accessible
CH NORTH 2; -
CH NORTH 3; -
CH NORTH 4; -",Healdsburg,CA,95448,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,38.613767,-122.874556,2020-10-04,159454,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on time of day. $0.55 per hour from 7:00 AM to 5:00 PM,,,,,,,,,
ELEC,IRVINE  CO  OFC,2595 Augustine Dr,"SCS 2595 L1 01; Station is on Level 1, designed for disabled use, please use last.
SCS 2595 L2 02; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 03; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 04; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 05; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 06; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 07; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 08; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 09; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 10; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 11; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 12; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 13; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 14; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 15; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 16; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 17; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 18; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 19; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 20; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 21; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 22; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 24; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 25; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 26; 2nd floor near freeway
SCS 2595 L5 27; 5th floor near elevator lobby
SCS 2595 L5 28; 5th floor near elevator lobby
SCS 2595 L5 29; 5th floor near elevator lobby
SCS 2595 L5 30; 5th floor near elevator lobby
SCS 2595 L5 31; 5th floor near elevator lobby
SCS 2595 L5 32; 5th floor near elevator lobby
SCS 2595 L5 33; 5th floor near elevator lobby
SCS 2595 L5 34; 5th floor near elevator lobby
SCS 2595 L5 35; 5th floor near elevator lobby
SCS 2595 L5 36; 5th floor near elevator lobby
SCS 2595 L5 37; 5th floor near elevator lobby",Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,71,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.383561,-121.973644,2020-10-04,159455,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,FLATS,345 McKinley Ave,345 MCKINLEY 1; Located in parking garage basement ,Sunnyvale,CA,94086,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3756414,-122.0341704,2020-10-04,159456,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.04 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,
ELEC,PORT MARLUNA,4001 Tradewinds Dr,"PORT MARLUNA1; In Parking Garage 
PORT MARLUNA2; Parking Garage
PORT MARLUNA3; Parking Garage
PORT MARLUNA4; Parking Garage",Oxnard,CA,93035,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.1897265,-119.2305806,2020-10-04,159457,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,CITY OF WILLITS,101 W Mendocino Ave,PARKING LOT 01,Willits,CA,95490,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.4111135,-123.3558156,2020-10-04,159458,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $5 per additional hour, $0.25 per kWh, minimum payment of $0.5",,,,,,,,,
ELEC,HOAG   HOSPITAL,15020 Kensington Park Dr,"KENSINGTON 1
KENSINGTON 3",Tustin,CA,92780,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.7135249,-117.8161689,2020-10-04,159459,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $3 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,RICHMOND,2540 Barrett Ave,"ART CENTER 1; -
ART CENTER 2; -
ART CENTER 3; -",Richmond,CA,94804,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.937864,-122.344535,2020-10-04,159460,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $5 per additional hour, $0.2 per kWh, maximum payment of $100",,,,,,,,,
ELEC,IRVINE  CO  OFC,4835 Eastgate Mall,"4835 EASTGATE 1; Stations are in the back of the 4835 Building.
4835 EASTGATE 2; Stations are in the back of the 4835 Building.
4835 EASTGATE 3; Stations are in back if the 4835 Building.",San Diego,CA,92121,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,32.879488,-117.203045,2020-10-04,159461,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,USC CAMPUS,3131 S Hoover St,"SC VILLAGE P1#1; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P1#2; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P1#3; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P1#5; -
SC VILLAGE P1#6; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P1#7; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P1HC; THIS IS A HANDICAPPED SPACE - STATE-ISSUED ADA PLACARD OR PLATES REQUIRED.  Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P2#1; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P2#2; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P2#3; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P2#4; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P2#5; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.
SC VILLAGE P2#6; Shopping center; pull ticket upon entry, requires store validation to reduce or offset parking charges.",Los Angeles,CA,90007,,888-758-4389,E,,Public,24 hours daily,,,,,,25,,,ChargePoint Network,http://www.chargepoint.com/,200-8,34.026603,-118.284165,2020-10-04,159462,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,FLATS,345 McKinley,345 MCKINLEY 3; Located in parking garage basement ,Sunnyvale,CA,94086,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3756856,-122.0341717,2020-10-04,159463,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.04 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,
ELEC,USC CAMPUS,3131 S. Hover St,SC VILLAGE P1#4; -,Los Angeles,CA,90007,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6995957,-117.8398968,2020-10-04,159464,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,FLATS,225 Taaffe ave,300 W WASH 2; Located in parking garage basement ,Sunnyvale,CA,94086,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3744936,-122.0310338,2020-10-04,159465,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.04 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,
ELEC,ARGYLE,6230 Yucca St,AHLA 2; Resident parking garage,Los Angeles,CA,90028,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.1033202,-118.3256483,2020-10-04,159466,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $1 per additional hour, $0.5 per kWh",,,,,,,,,
ELEC,FLATS,325 Taaffe ave,350 MCKINLEY 3; Located in parking garage basement ,Sunnyvale,CA,94086,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3742517,-122.0317555,2020-10-04,159467,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.04 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,
ELEC,IRVINE  CO  OFC,9450 Carroll Park Dr,"CRTP 9450 01; Stations are on the South side of the 9450 building.
CRTP 9450 02; Stations are on the South Side of the 9450 Building.
CRTP 9450 03; Stations are on the South Side of the 9450 Building.",San Diego,CA,92121,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,32.887455,-117.173095,2020-10-04,159468,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,WESTCOVINA,1125 W Covina Pkwy,"5A; Mall Parking - lower level - along Plaza Drive
5B; Mall Parking - lower level - along Plaza Drive",West Covina,CA,91790,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.069079,-117.933489,2020-10-04,159469,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,
ELEC,WESTCOVINA,1444 W Garvey Ave S,"1 HANDICAP; Civic Center Lower Level Parking - Handicap ONLY
2; Civic Center Lower Level Parking
4A; Civic Center Structure 3rd Level
4B; Civic Center Structure 3rd Level",West Covina,CA,91790,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.071383,-117.938846,2020-10-04,159470,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,
ELEC,HQ STATION 5,5656 Ruffin Rd,"SAN DIEGO 1; Parking by main front entrance 
SAN DIEGO 2; Parking lot by main front entrance 
SAN DIEGO 3
SAN DIEGO 4
SAN DIEGO 5; Inside building warehouse 
SAN DIEGO 6; Inside building warehouse",San Diego,CA,92123,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,32.837355,-117.127315,2020-10-04,159471,2020-10-04 09:25:39 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
